Model,Rounds,Quadrants,Performance,Std,Time_Per_Round,Time_Std,Thinking_Time,Thinking_Time_Std
Deepseek_R1_7B_Qwen,4 rounds,4 quadrant,0.0,0.0,12.451319098472595,0.0,10.175402283668518,0.0
